input_len,avg_conf_score
2,0.48295044898986816
4,0.4811009168624878
5,0.687934935092926
6,0.35679495334625244
7,0.5392082929611206
8,0.35677728056907654
9,0.4914913773536682
10,0.4567950665950775
11,0.6367231607437134
12,0.9878455400466919
13,0.9983978271484375
14,0.8984243869781494
15,0.9972391128540039
16,0.996816098690033
17,0.9983047842979431
18,0.7437572479248047
19,0.9624354839324951
20,0.9483643770217896
21,0.9233042597770691
23,0.7021349668502808
24,0.6903555393218994
25,0.8619207143783569
26,0.9976136684417725
27,0.9993714094161987
28,0.9937077164649963
29,0.9747195243835449
31,0.9929462671279907
32,0.9716055989265442
33,0.9627315402030945
34,0.9985154867172241
35,0.9994603395462036
36,0.9992878437042236
37,0.9761980175971985
38,0.7093532085418701
39,0.8191319108009338
40,0.9479249715805054
41,0.9951493144035339
42,0.9976680278778076
43,0.9990841746330261
44,0.9966397881507874
45,0.9975122809410095
46,0.9998109936714172
47,0.999778151512146
48,0.8270540833473206
49,0.9987058043479919
50,0.9971296191215515
51,0.9694738984107971
52,0.9398279190063477
53,0.9740948677062988
54,0.999707043170929
55,0.9995609521865845
56,0.998748242855072
57,0.9987391829490662
58,0.9958978295326233
59,0.9976603388786316
60,0.9998622536659241
61,0.9977512359619141
62,0.9374838471412659
63,0.997603178024292
64,0.9953789114952087
65,0.9856764078140259
66,0.9691858291625977
67,0.9995928406715393
68,0.9992452263832092
69,0.9985518455505371
70,0.9856300950050354
71,0.999002993106842
72,0.9979884028434753
73,0.9987844228744507
74,0.9546773433685303
75,0.991107702255249
76,0.9046667814254761
77,0.9904665350914001
78,0.9924985766410828
79,0.999025821685791
80,0.987074077129364
81,0.9990004301071167
82,0.9994601011276245
83,0.9997247457504272
84,0.9931785464286804
85,0.9204565286636353
86,0.993404746055603
87,0.9957166314125061
88,0.9975345134735107
89,0.9998942613601685
90,0.9820311069488525
91,0.9966396689414978
92,0.9806718826293945
93,0.9994286894798279
94,0.9954850673675537
95,0.9904103875160217
96,0.9865357875823975
97,0.9999672770500183
98,0.9981424808502197
99,0.950266420841217
100,0.9842305779457092
101,0.9996741414070129
102,0.99515300989151
103,0.9996709227561951
104,0.9979863166809082
105,0.9967036247253418
106,0.9748320579528809
107,0.9133016467094421
108,0.9802143573760986
109,0.9856225252151489
110,0.9849172830581665
111,0.985021710395813
112,0.9581711292266846
113,0.9854571223258972
114,0.9825534224510193
115,0.9721385836601257
116,0.9841094017028809
117,0.9762775897979736
118,0.9658277630805969
119,0.997903048992157
120,0.9966822862625122
121,0.992689311504364
122,0.9999552369117737
123,0.95848149061203
124,0.9877033233642578
125,0.9986984729766846
126,0.9341105818748474
127,0.9588766694068909
128,0.8422263264656067
129,0.9888853430747986
130,0.9828752279281616
131,0.9713672995567322
132,0.9215227961540222
133,0.9529481530189514
134,0.9783757925033569
135,0.9874404072761536
136,0.9946897625923157
137,0.9991699457168579
138,0.9675281047821045
139,0.9714123606681824
140,0.9547610282897949
141,0.9637500047683716
142,0.9987871050834656
143,0.9312296509742737
144,0.8416215777397156
145,0.9794631600379944
146,0.9990500211715698
147,0.9917203783988953
148,0.965307354927063
149,0.9778494238853455
151,0.9495016932487488
152,0.9549144506454468
153,0.9095866084098816
154,0.944675087928772
155,0.9371978640556335
156,0.9590903520584106
157,0.974050760269165
158,0.9830868244171143
159,0.9874160289764404
160,0.97069251537323
161,0.9845940470695496
162,0.8907891511917114
163,0.7525200843811035
164,0.9052565097808838
165,0.9895035028457642
166,0.9903644919395447
167,0.9211891293525696
168,0.9402953386306763
169,0.7955513596534729
170,0.9417967796325684
171,0.9230095744132996
172,0.9675333499908447
173,0.9054293632507324
174,0.9124179482460022
175,0.8222259879112244
176,0.9322288632392883
177,0.8554581999778748
178,0.8970789909362793
179,0.9859185814857483
180,0.9080997705459595
181,0.9260651469230652
182,0.8559114336967468
183,0.9954607486724854
184,0.7677105069160461
185,0.8861079216003418
186,0.8253850936889648
187,0.8650120496749878
188,0.9488939642906189
189,0.9780128002166748
190,0.8098859786987305
191,0.7462427616119385
192,0.9248227477073669
193,0.9408154487609863
194,0.9501957297325134
195,0.8970228433609009
196,0.7590109705924988
197,0.9874526262283325
198,0.9800548553466797
199,0.9376040101051331
200,0.9838804602622986
201,0.952745795249939
202,0.8839771747589111
203,0.8718792200088501
204,0.8849858641624451
205,0.870589554309845
206,0.8517317771911621
208,0.8455619215965271
209,0.9345802664756775
211,0.8976265788078308
212,0.9364169836044312
213,0.9862645268440247
214,0.9997180104255676
215,0.9002416133880615
216,0.6969395875930786
217,0.9623660445213318
218,0.7848480343818665
219,0.960288941860199
220,0.9642472267150879
221,0.9825466871261597
222,0.9014710783958435
223,0.9647896885871887
224,0.9419959783554077
225,0.9737130999565125
226,0.9411045908927917
227,0.9071207046508789
228,0.9646052718162537
229,0.9283084273338318
230,0.959586501121521
231,0.9215275645256042
232,0.9977293014526367
233,0.991958498954773
234,0.9927248358726501
235,0.982975959777832
236,0.9718626141548157
237,0.9998490214347839
239,0.9484377503395081
240,0.8477100729942322
241,0.710010290145874
242,0.7536627054214478
243,0.7253095507621765
244,0.9645110964775085
249,0.6520878672599792
250,0.9988535046577454
251,0.8432950973510742
252,0.8474950790405273
253,0.852953314781189
254,0.8184813261032104
255,0.7413452863693237
257,0.7448046803474426
258,0.8737214207649231
259,0.7585586905479431
260,0.8786745071411133
261,0.7653728723526001
262,0.817330539226532
263,0.8848991394042969
264,0.8495503067970276
265,0.7867257595062256
266,0.7616195678710938
267,0.8888430595397949
268,0.8769251704216003
269,0.8355377912521362
271,0.9709863066673279
272,0.8660017848014832
273,0.8780794739723206
274,0.8702021837234497
275,0.9617796540260315
276,0.8606727719306946
277,0.85187166929245
278,0.8827939629554749
279,0.8514891266822815
280,0.8350449204444885
281,0.8945922255516052
282,0.8629781007766724
283,0.8882235884666443
284,0.8959985375404358
285,0.9309341311454773
286,0.9807447195053101
287,0.954597532749176
288,0.9490932822227478
289,0.9748950600624084
290,0.9778748154640198
291,0.8856609463691711
292,0.8864665627479553
293,0.9987615346908569
294,0.9172844886779785
295,0.9081558585166931
296,0.998301088809967
297,0.998873770236969
298,0.9820024371147156
299,0.9892174601554871
300,0.9952724575996399
301,0.9969102740287781
302,0.9560415744781494
303,0.8536065816879272
304,0.8441413044929504
305,0.9178979992866516
311,0.905540406703949
312,0.9811115264892578
313,0.952460765838623
314,0.9998131990432739
315,0.9623143076896667
327,0.7972167134284973
336,0.6231525540351868
338,0.544800877571106
340,0.2212003767490387
341,0.5586828589439392
342,0.5946646928787231
347,0.7548155784606934
348,0.8776792883872986
350,0.7945700883865356
351,0.8394557237625122
352,0.7655878663063049
353,0.7025802135467529
356,0.7509320974349976
357,0.8734396696090698
359,0.466555118560791
360,0.9781285524368286
361,0.8389095664024353
362,0.7822179198265076
363,0.8757665753364563
364,0.8429741263389587
365,0.7792951464653015
367,0.5554660558700562
368,0.7656828761100769
374,0.7214950323104858
378,0.6135239005088806
379,0.5955154895782471
380,0.7117007970809937
383,0.28264036774635315
390,0.5186238884925842
391,0.39625853300094604
392,0.2932853400707245
397,0.5744447708129883
399,0.38828301429748535
402,0.7827551960945129
403,0.3180364966392517
404,0.44766077399253845
405,0.5033482909202576
407,0.33422067761421204
409,0.7415974736213684
410,0.30107447504997253
411,0.6203482747077942
412,0.4601842761039734
414,0.5688661932945251
415,0.6452663540840149
416,0.6220690011978149
417,0.891956627368927
418,0.5327684879302979
419,0.611280620098114
420,0.6595543026924133
421,0.5512030124664307
422,0.5827134847640991
424,0.6597365736961365
425,0.7488694787025452
426,0.6721761226654053
427,0.6596813201904297
428,0.8108227252960205
429,0.7971055507659912
430,0.7310824990272522
432,0.7360086441040039
433,0.32817980647087097
434,0.684377908706665
435,0.4890921115875244
436,0.8344345092773438
437,0.8104302883148193
439,0.5947132706642151
440,0.6876331567764282
441,0.6504870057106018
442,0.4870432913303375
443,0.8046606183052063
444,0.7414027452468872
445,0.9245363473892212
446,0.9939703941345215
447,0.7129504680633545
448,0.8740742802619934
449,0.7075557708740234
450,0.8764946460723877
451,0.8434210419654846
452,0.581438422203064
453,0.8903992176055908
454,0.8550989031791687
455,0.6707371473312378
456,0.7750523090362549
457,0.7935183644294739
459,0.8546380400657654
460,0.8961071968078613
461,0.9298645257949829
462,0.792367160320282
463,0.8009843826293945
464,0.6788545250892639
465,0.9729675054550171
466,0.9105055332183838
467,0.8925347924232483
468,0.9925447702407837
469,0.9894172549247742
470,0.9194054007530212
471,0.8997771143913269
472,0.9899133443832397
473,0.9851246476173401
474,0.9941707849502563
476,0.4995517432689667
478,0.6150076389312744
480,0.9937214255332947
